animal,cohort,session_date,datetime,path,filename,sex,strain,stage
986171,1,20251203,2025-12-03 16:06:47,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986171\Behavior\20251203\AdaptSensorimotor_986171_20251203_160647_boxEphys.csv,AdaptSensorimotor_986171_20251203_160647_boxEphys.csv,F,Fezf2,naive
986171,1,20251208,2025-12-08 14:07:32,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986171\Behavior\20251208\AdaptSensorimotor_986171_20251208_140732_boxEphys.csv,AdaptSensorimotor_986171_20251208_140732_boxEphys.csv,F,Fezf2,naive
986171,1,20251212,2025-12-12 10:48:52,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986171\Behavior\20251212\AdaptSensorimotor_986171_20251212_104852_boxEphys.csv,AdaptSensorimotor_986171_20251212_104852_boxEphys.csv,F,Fezf2,trained
986235,1,20251125,2025-11-25 11:06:52,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986235\Behavior\20251125\AdaptSensorimotor_986235_20251125_110652_boxEphys.csv,AdaptSensorimotor_986235_20251125_110652_boxEphys.csv,F,Tlx3,naive
986235,1,20251202,2025-12-02 10:34:44,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986235\Behavior\20251202\AdaptSensorimotor_986235_20251202_103444_boxEphys.csv,AdaptSensorimotor_986235_20251202_103444_boxEphys.csv,F,Tlx3,naive
986235,1,20251209,2025-12-09 16:14:26,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986235\Behavior\20251209\AdaptSensorimotor_986235_20251209_161426_boxEphys.csv,AdaptSensorimotor_986235_20251209_161426_boxEphys.csv,F,Tlx3,trained
986235,1,20251211,2025-12-11 13:42:57,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\986235\Behavior\20251211\AdaptSensorimotor_986235_20251211_134257_boxEphys.csv,AdaptSensorimotor_986235_20251211_134257_boxEphys.csv,F,Tlx3,trained
999770,1,20251111,2025-11-11 14:39:34,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\999770\Behavior\20251111\AdaptSensorimotor_999770_20251111_143934_boxEphys.csv,AdaptSensorimotor_999770_20251111_143934_boxEphys.csv,M,Tlx3,naive
999770,1,20251111,2025-11-11 14:39:34,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\999770\Behavior\20251111\AdaptSensorimotor_999770_20251111_143934_boxEphys_old.csv,AdaptSensorimotor_999770_20251111_143934_boxEphys_old.csv,M,Tlx3,naive
999770,1,20251112,2025-11-12 12:31:35,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\999770\Behavior\20251112\AdaptSensorimotor_999770_20251112_123135_boxEphys.csv,AdaptSensorimotor_999770_20251112_123135_boxEphys.csv,M,Tlx3,naive
999770,1,20251206,2025-12-06 09:57:18,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\999770\Behavior\20251206\AdaptSensorimotor_999770_20251206_095718_boxEphys.csv,AdaptSensorimotor_999770_20251206_095718_boxEphys.csv,M,Tlx3,trained
999770,1,20251209,2025-12-09 10:41:42,L:\dmclab\Joana\PFC-Str_behavior_project\Behavior\Cohort_1\999770\Behavior\20251209\AdaptSensorimotor_999770_20251209_104142_boxEphys.csv,AdaptSensorimotor_999770_20251209_104142_boxEphys.csv,M,Tlx3,trained
